attrib1,attrib2,attrib3,attrib4,attrib5,attrib6,attrib7,attrib8,actual_class,subset,predicted_class,trust_score,dist_to_non_pred,dist_to_pred,our_score,model_confidence,mean_distance,rowID
-1.6468208508343567,-0.3597636577366332,2.1501560987152137,-2.0145072047011796,-0.7065628781001355,-2.0341163071288877,0.9505353683245605,-0.296880252008149,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
-1.8277646714324725,-0.7588861134961725,-0.6551559571014985,-1.6924435636370794,2.037764475720834,-1.9571891687486629,0.30524674867406504,-0.6582200435912807,2,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1
-1.2199320696619687,-2.4159815856572004,2.86937850583396,-2.8672211998771386,1.956131580777985,0.5456462308683117,1.274630448987486,-1.0949452477089712,2,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,2
3.647310836719663,-0.7118885117386153,2.489521683955055,4.1173494936207184,0.38350947107176037,-4.357431227070641,0.9734990688515948,1.4279613781519855,1,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,3
-1.5670426310770125,-3.1909609188807804,-2.281806572026224,-1.314096890663389,0.6143496623741573,-0.12983893879127484,-0.9433359003971034,-0.604110992583963,2,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,4
2.6308172613694936,-2.0693809315181,-0.6061821149539997,2.1686004036085715,1.890200836097304,2.4111027030851613,-1.1827083907455582,0.7679618961526028,1,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,5
-0.14837185088234794,3.746096904576861,-0.9165389676140188,4.178108909428619,-0.9307704922807257,-1.6586803753272585,-0.05735582635845274,1.4018956415100765,2,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,6
-0.8295239374930587,-1.5789312673596747,1.2011600200202663,-0.03942028440276868,-0.20617713202028565,-1.014722563427707,0.9347806593127485,-1.421982017477933,1,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,7
2.197035942695959,7.627058387223951,2.939844963837641,0.4263822406580715,-2.6174749406338647,0.45669149081159466,1.820755580512153,-0.6547040847399942,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,8
-1.3906821396524438,-3.596118896299778,0.27256005507303427,-2.2593124683501267,0.6063921656078632,1.7993661614555134,-1.7380873789015565,1.4035593219991083,2,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,9
-2.7735025410909424,0.6257106500128775,0.4249433831844682,-2.2039519633821447,-0.530753680932069,-2.7700927254228596,2.0871324154466855,0.9494915365971448,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,10
0.2722267058240373,0.9709713464331001,-2.9606423214116426,2.8718898471037413,-0.44310098601300707,-1.2719769052109955,1.0565686564546026,0.6222372292433016,2,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,11
-0.7236432109879338,3.488425992671276,-0.1804086562138001,3.7462592771592194,1.3182785894855868,-1.2215875260573905,-0.8976887644355666,-0.40643457820846,2,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,12
-1.7844049584772628,0.2960710076805384,1.8359245830085482,-0.015484132453338795,-2.9631427714685996,-1.4608493225582906,0.006534151788956346,-0.34515927870823976,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,13
1.2983046802115363,2.125718029608474,-0.5880689539696207,1.276815778848073,-1.403793942132019,-1.2909892330592287,1.2856149999111839,0.6034041241344108,2,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,14
-0.5457826352240753,1.738921274690765,3.3440793741089725,0.36758587261808784,-1.6151285316627604,-0.4124315175861324,0.6246939338938741,-0.828009750525199,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,15
0.8459951028215725,0.2643144634483887,-1.6776105972378372,0.6653947162499473,0.3125961122499237,-0.7604531150028319,0.14629077867700382,0.8024211203218281,2,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,16
-0.9819295299335338,1.4471946066132024,0.6008379219132015,-0.738753682336445,-2.0367980797936287,-2.67832923663899,0.7128061612679676,1.107155157456684,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,17
0.7514782752236595,-1.1258165936807436,0.9682088124116348,1.757469844165739,-1.8315129723129395,-1.2968805413396474,-0.3409304847251321,0.5186253003327604,1,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,18
1.1251817645558657,6.546106179998637,0.7523469516667873,1.677434426619957,2.503001253743837,3.397459278167378,-0.04546826878704785,0.3615725010882979,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,19
-0.45650759096494387,-1.5821035997586743,0.21270166789929212,-2.3717779124428517,1.4490710276229102,-0.49886742736088285,1.8135635510995005,0.8098532351545066,2,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,20
-3.4138412541317997,-0.04471127751146731,1.3147303913832267,-3.220777892325352,0.13779033742860802,-4.421340204789712,-0.7085052192203433,1.520332549199013,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,21
1.8191641177637419,0.15989421316934482,-3.647874888999538,0.8155223672043717,-0.6801174915506834,-1.8640259010381452,-0.4954419635311414,0.9347619200348795,2,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,22
-0.9969078699033035,-0.73058411617315,-3.594169339569555,0.29646416652756447,1.6654367011003788,-1.9614896263777033,0.6869569890903134,0.4859600066264587,2,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,23
2.833829498306172,4.127878707258125,-1.7543984352851754,3.159419925465264,-1.548362034406863,1.0416163223296966,1.4271798775518294,-0.14491673430237229,2,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,24
-0.4348247487066277,-2.398533228241479,-2.0957535263027167,0.047261367464772164,1.4900582714447315,1.743409996432224,0.1281711021191308,0.8467764192188508,1,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,25
-1.9397263006205367,2.9261733777691785,-0.226748105135969,-1.1792960251517468,-0.6010985307981676,0.7342163769916075,-1.064133051742622,0.5049961304625779,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,26
-0.9070091314087665,-0.014611140541594736,-2.4125694938684,-1.6532813154839423,3.175774444939697,-3.1052747265930507,1.1718089189687464,0.3077283820622998,2,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,27
